Date,Temp High,Temp Low,Precipitation
10/25/2016,75.65,58.22,0.0015
10/24/2016,73.67,63.71,0.057
10/23/2016,79.84,62.58,0.028
10/22/2016,84.95,61.1,0
10/21/2016,91.31,66.27,0
10/20/2016,95.43,67.23,0.002
10/19/2016,90.26,59.64,0.0015
10/18/2016,76.05,58.23,0.001
10/17/2016,71.83,62.38,0.1635
10/16/2016,73.39,64.61,0.0015
10/15/2016,75.26,61.89,0
10/14/2016,75.35,60.18,0.001
10/13/2016,75.69,57,0
10/12/2016,71.29,59.13,0
10/11/2016,72.94,60.22,0
10/10/2016,85,63.36,0
10/9/2016,90.9,62.47,0
10/8/2016,91.16,62.55,0
10/7/2016,91.01,63.07,0
10/6/2016,83.32,57.93,0
10/5/2016,75.06,58.37,0
10/4/2016,75.02,59.44,0
10/3/2016,75.21,58.33,0
10/2/2016,76.29,61.82,0
10/1/2016,84.01,65.15,0
9/30/2016,88.99,68.39,0
9/29/2016,91,70.06,0
9/28/2016,90.56,69.76,0
9/27/2016,94.21,73.57,0
9/26/2016,102.26,72.69,0
9/25/2016,96.51,65.57,0
9/24/2016,89.55,62.15,0
9/23/2016,78.81,58.88,0
9/22/2016,75.96,66.09,0
9/21/2016,83.96,69.44,0
9/20/2016,86.6,72.83,0
9/19/2016,91.94,67.06,0.001
9/18/2016,92.72,63.76,0.0015
9/17/2016,85.52,60.86,0
9/16/2016,80.05,59.83,0
9/15/2016,79.6,57.56,0
9/14/2016,76.01,57.77,0
9/13/2016,69.59,61.17,0.0065
9/12/2016,73.76,63.5,0
9/11/2016,81.7,63.91,0
9/10/2016,84.35,63.75,0
9/9/2016,81.4,64.39,0
9/8/2016,79.39,65.07,0
9/7/2016,80.2,62.73,0
9/6/2016,80.8,62.1,0
9/5/2016,75.9,63.22,0
9/4/2016,75.76,64.04,0
9/3/2016,77.53,65.37,0
9/2/2016,81.5,66.48,0
9/1/2016,84.68,66.1,0
8/31/2016,89.1,69.41,0
8/30/2016,91.12,67.72,0
8/29/2016,90.02,65.89,0
8/28/2016,85.41,63.36,0
8/27/2016,78.62,63.63,0
8/26/2016,78.29,64.49,0
8/25/2016,80.76,64.82,0
8/24/2016,84.84,65.1,0
8/23/2016,84.32,64.69,0
8/22/2016,84.74,64.63,0
8/21/2016,85.1,65.11,0
8/20/2016,82.31,64.14,0
8/19/2016,85.99,63.22,0
8/18/2016,86.65,63.45,0.001
8/17/2016,90.63,62.53,0
8/16/2016,93,65.04,0
8/15/2016,94.94,69.03,0
8/14/2016,89.99,69,0
8/13/2016,88.91,66.87,0
8/12/2016,84,65.72,0
8/11/2016,83.06,65.26,0
8/10/2016,83.36,64.62,0
8/9/2016,81.52,67.39,0
8/8/2016,81.75,66.94,0
8/7/2016,82.92,66.48,0
8/6/2016,82.21,65.72,0
8/5/2016,82.1,67.61,0
8/4/2016,84.42,67.87,0
8/3/2016,84.38,68.34,0
8/2/2016,86.76,67.12,0
8/1/2016,87.1,68.61,0
7/31/2016,86.63,70.02,0
7/30/2016,88.75,70.77,0
7/29/2016,90.05,71.12,0
7/28/2016,90.4,70.63,0
7/27/2016,92.36,71.11,0
7/26/2016,91.98,70.81,0
7/25/2016,93.77,69.6,0
7/24/2016,90.48,70.09,0
7/23/2016,97.27,72.29,0
7/22/2016,100.1,70.29,0
7/21/2016,97.66,69.36,0
7/20/2016,93.5,66.99,0
7/19/2016,88.38,65.06,0
7/18/2016,85.59,63.88,0
7/17/2016,83.43,63.85,0
7/16/2016,83.77,65.19,0
7/15/2016,83.77,64.74,0
7/14/2016,84.79,65.56,0
7/13/2016,85.83,65.52,0
7/12/2016,81.2,66.82,0
7/11/2016,82.08,64.67,0
7/10/2016,83.95,66.25,0
7/9/2016,83.75,64.51,0
7/8/2016,82.79,64.46,0
7/7/2016,81.55,64.78,0
7/6/2016,79.74,63.76,0
7/5/2016,79.19,64.72,0
7/4/2016,78.16,62.87,0
7/3/2016,78.33,63.59,0
7/2/2016,81.77,65.05,0
7/1/2016,80.85,66.72,0
6/30/2016,83.8,67.21,0
6/29/2016,87,67.99,0
6/28/2016,87.5,69.26,0
6/27/2016,92.03,68.54,0
6/26/2016,88.56,65.36,0
6/25/2016,84.52,64.52,0
6/24/2016,80.6,64.83,0
6/23/2016,82.72,65.59,0
6/22/2016,86.32,65.98,0
6/21/2016,86.8,70.39,0
6/20/2016,106.02,73.43,0
6/19/2016,101.77,69.13,0
6/18/2016,91.93,64.4,0
6/17/2016,85.71,60.64,0
6/16/2016,77.07,57.06,0
6/15/2016,72.64,61.73,0.001
6/14/2016,72.82,59.68,0
6/13/2016,71.8,60.43,0
6/12/2016,71.78,61.47,0.001
6/11/2016,66.56,63.1,0.0165
6/10/2016,78.28,63.11,0
6/9/2016,73.38,62.11,0
